COMPANY_CD,COUNTERPARTY_CD,SEQ_NO,SEC_REF_NO,SEC_CATEGORY,SEC_TYPE,DEAL_TYPE,GUARANTOR_CD,CURRENCY,VARIATION_VALUE,VALUE,VALUE_FLUC,ISS_BANK_CD,ISS_BANK_REF,ADV_BANK_CD,ADV_BANK_REF,CONFIRM_BANK_CD,CONFIRM_BANK_REF,RECEIPT_DT,ISSUE_DT,EXPIRE_DT,RENEW_DT,CANCEL_DT,TENOR,REVIEW_DT,STATUS,REMARKS,FLAG,INORDER_HIST,ENT_BY,ENT_DT,MODIFY_DT,MODIFY_BY,APRV_DT,APRV_BY,SEQ_REV_NO,GX,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SAP_REVERSAL,SAP_REVERSAL_BY,SAP_REVERSAL_DT,PG_REF,CR_DR,TDS_AMT,TDS_STRUCT_CD,LOG_SEQ_NO,LOG_ENT_DT
RIL:0:NA=PUR,RIL,7,RIL-S-7,I,LC,Gas,null,1,Fixed,844274262,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM221093,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,08/12/2023 00:00:00,08/12/2023 00:00:00,24/02/2024 00:00:00,null,null,79,24/01/2023 00:00:00,O,SEIPL - GSPA DD 26 FEB 2021 - KGD6,Y,Y,125,22/06/2022 00:00:00,15/12/2023 00:00:00,125,15/12/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,5,15/12/2023 00:00:00
RIL:0:NA=PUR,RIL,19,RIL-S-19,I,LC,Gas,null,1,Fixed,83107176,0,Standard Chartered Bank ,530020053806-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,09/06/2023 00:00:00,07/06/2023 00:00:00,02/06/2024 00:00:00,null,null,362,02/05/2024 00:00:00,O,SEMTIPL - GSPA dated 31 May 2023 - KGD6. Face Value: INR27 702 392. Max Liability: INR 83 107 176,Y,Y,125,12/06/2023 00:00:00,23/01/2024 00:00:00,125,23/01/2024 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,3,23/01/2024 00:00:00
RIL:0:NA=PUR,RIL,19,RIL-S-19,I,LC,Gas,null,1,Fixed,83107176,0,Standard Chartered Bank ,530020053806-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,09/06/2023 00:00:00,07/06/2023 00:00:00,02/06/2024 00:00:00,null,23/01/2024 00:00:00,362,02/05/2024 00:00:00,R,SEMTIPL - GSPA dated 31 May 2023 - KGD6. Face Value: INR27 702 392. Max Liability: INR 83 107 176,X,Y,125,12/06/2023 00:00:00,23/01/2024 00:00:00,125,23/01/2024 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,4,23/01/2024 00:00:00
RIL:0:NA=PUR,RIL,24,RIL-S-19-V1,I,LC,Gas,null,1,Fixed,83107176,0,Standard Chartered Bank ,530020053806-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,09/06/2023 00:00:00,23/01/2024 00:00:00,02/06/2024 00:00:00,23/01/2024 00:00:00,null,362,02/05/2024 00:00:00,A,SEMTIPL - GSPA dated 31 May 2023 - KGD6. Face Value: INR27 702 392. Max Liability: INR 83 107 176,null,Y,125,23/01/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,23/01/2024 00:00:00
RIL:0:NA=PUR,RIL,24,RIL-S-19-V1,I,LC,Gas,null,1,Fixed,68698563,0,Standard Chartered Bank ,530020053806-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,23/01/2024 00:00:00,23/01/2024 00:00:00,02/06/2024 00:00:00,23/01/2024 00:00:00,null,362,02/05/2024 00:00:00,O,SEMTIPL - GSPA dated 31 May 2023 - KGD6. Face Value: INR22 899 521.00. Max Liability: INR 68 698 563.00,Y,Y,125,23/01/2024 00:00:00,23/01/2024 00:00:00,125,23/01/2024 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,2,23/01/2024 00:00:00
RIL:0:NA=PUR,RIL,20,RIL-S-20,I,BG,Gas,null,1,Fixed,400000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM265191,null,null,null,null,06/11/2023 00:00:00,04/11/2023 00:00:00,31/01/2024 00:00:00,null,null,89,11/12/2023 00:00:00,E,SEIPL - BID BOND KGD6 (RFP/KGD6/2023/002). CLAIM EXPIRY DATE: 1ST MAR 2024,N,Y,125,28/11/2023 00:00:00,01/02/2024 00:00:00,125,28/11/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,3,01/02/2024 00:00:00
RIL:0:NA=PUR,RIL,25,RIL-S-25,I,BG,Gas,null,1,Fixed,20000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM265195,null,null,null,null,04/11/2023 00:00:00,04/11/2023 00:00:00,31/01/2024 00:00:00,null,null,89,null,E,SEMTIPL - BID BOND KGD6 (RFP/KGD6/2023/002). CLAIM EXPIRY DATE: 1ST MAR 2024,N,Y,125,02/02/2024 00:00:00,03/02/2024 00:00:00,125,02/02/2024 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,3,03/02/2024 00:00:00
RIL:0:NA=PUR,RIL,15,RIL-S-15,I,LC,Gas,null,1,Fixed,1143257601,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM749824,null,null,null,null,08/12/2023 00:00:00,08/12/2023 00:00:00,25/04/2024 00:00:00,null,null,140,19/03/2024 00:00:00,O,SEIPL - GSPA dd 19 Apr 2023 - KGD6,Y,Y,105,03/05/2023 00:00:00,13/12/2023 00:00:00,125,13/12/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,4,13/12/2023 00:00:00
RIL:0:NA=PUR,RIL,14,RIL-S-14,I,LC,Gas,null,1,Fixed,334270986,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM749829,null,null,null,null,08/12/2023 00:00:00,08/12/2023 00:00:00,25/04/2024 00:00:00,null,null,140,28/03/2024 00:00:00,O,SEMTIPL: GSPA dd 19 Apr 2023 - KGD6,Y,Y,105,03/05/2023 00:00:00,13/12/2023 00:00:00,125,13/12/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,3,13/12/2023 00:00:00
RIL:0:NA=PUR,RIL,18,RIL-S-18,I,LC,Gas,null,1,Fixed,369975633,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM750107,null,null,null,null,08/12/2023 00:00:00,08/12/2023 00:00:00,01/06/2024 00:00:00,null,null,177,01/05/2024 00:00:00,O,SEIPL - GSPA dd 31 May 2023 - KGD6,Y,Y,125,05/06/2023 00:00:00,13/12/2023 00:00:00,125,13/12/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,3,13/12/2023 00:00:00
RIL:0:NA=PUR,RIL,25,RIL-S-25,I,BG,Gas,null,1,Fixed,20000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM265195,null,null,null,null,04/11/2023 00:00:00,04/11/2023 00:00:00,31/01/2024 00:00:00,null,null,89,null,A,SEMTIPL - BID BOND KGD6 (RFP/KGD6/2023/002). CLAIM EXPIRY DATE: 1ST MAR 2024,null,null,125,02/02/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,02/02/2024 00:00:00
RIL:0:NA=PUR,RIL,25,RIL-S-25,I,BG,Gas,null,1,Fixed,20000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM265195,null,null,null,null,04/11/2023 00:00:00,04/11/2023 00:00:00,31/01/2024 00:00:00,null,null,89,null,O,SEMTIPL - BID BOND KGD6 (RFP/KGD6/2023/002). CLAIM EXPIRY DATE: 1ST MAR 2024,Y,Y,125,02/02/2024 00:00:00,02/02/2024 00:00:00,125,02/02/2024 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,2,02/02/2024 00:00:00
RIL:0:NA=PUR,RIL,20,RIL-S-20,I,BG,Gas,null,1,Fixed,400000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM265191,null,null,null,null,06/11/2023 00:00:00,04/11/2023 00:00:00,31/01/2024 00:00:00,null,null,89,11/12/2023 00:00:00,A,SEIPL - BID BOND KGD6 (RFP/KGD6/2023/002). CLAIM EXPIRY DATE: 1ST MAR 2024,null,null,125,28/11/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,28/11/2023 00:00:00
RIL:0:NA=PUR,RIL,20,RIL-S-20,I,BG,Gas,null,1,Fixed,400000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM265191,null,null,null,null,06/11/2023 00:00:00,04/11/2023 00:00:00,31/01/2024 00:00:00,null,null,89,11/12/2023 00:00:00,O,SEIPL - BID BOND KGD6 (RFP/KGD6/2023/002). CLAIM EXPIRY DATE: 1ST MAR 2024,Y,Y,125,28/11/2023 00:00:00,28/11/2023 00:00:00,125,28/11/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,2,28/11/2023 00:00:00
RIL:0:NA=PUR,RIL,21,RIL-S-21,I,LC,Gas,null,1,Fixed,50447127,0,Standard Chartered Bank ,530020059374-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,08/12/2023 00:00:00,08/12/2023 00:00:00,04/12/2024 00:00:00,null,null,363,28/10/2024 00:00:00,A,SEIPL - SBLC for KGD6. Agreement dd 30 Nov 2023,null,null,125,14/12/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,14/12/2023 00:00:00
RIL:0:NA=PUR,RIL,21,RIL-S-21,I,LC,Gas,null,1,Fixed,50447127,0,Standard Chartered Bank ,530020059374-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,08/12/2023 00:00:00,08/12/2023 00:00:00,04/12/2024 00:00:00,null,null,363,28/10/2024 00:00:00,O,SEIPL - SBLC for KGD6. Agreement dd 30 Nov 2023,Y,Y,125,14/12/2023 00:00:00,14/12/2023 00:00:00,125,14/12/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,2,14/12/2023 00:00:00
RIL:0:NA=PUR,RIL,22,RIL-S-22,I,LC,Gas,null,1,Fixed,6326889,0,Standard Chartered Bank ,530020059294-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,07/12/2023 00:00:00,07/12/2023 00:00:00,04/12/2024 00:00:00,null,null,364,28/10/2024 00:00:00,A,SEMTIPL - SBLC FOR KGD6. AGREEMENT DD 30 NOV 2023 ,null,null,125,14/12/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,14/12/2023 00:00:00
RIL:0:NA=PUR,RIL,22,RIL-S-22,I,LC,Gas,null,1,Fixed,6326889,0,Standard Chartered Bank ,530020059294-GS,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,07/12/2023 00:00:00,07/12/2023 00:00:00,04/12/2024 00:00:00,null,null,364,28/10/2024 00:00:00,O,SEMTIPL - SBLC FOR KGD6. AGREEMENT DD 30 NOV 2023 ,Y,Y,125,14/12/2023 00:00:00,14/12/2023 00:00:00,125,14/12/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,2,14/12/2023 00:00:00
RIL:0:NA=PUR,RIL,23,RIL-S-23,I,BG,Gas,null,1,Fixed,15000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM271169,null,null,null,null,20/01/2024 00:00:00,20/01/2024 00:00:00,31/05/2024 00:00:00,null,null,133,13/05/2024 00:00:00,A,SEIPL - Bid Bond for CBM Tender RFP/CBM/2024/001 dd 10th Jan 2024. Claim Expiry Date: 30th June 2024. ,null,null,125,22/01/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/01/2024 00:00:00
RIL:0:NA=PUR,RIL,4,RIL-S-4,I,LC,Gas,null,1,Fixed,162755030,0,STANDARD CHARTERED BANK,530020029344-GS,null,null,null,null,04/03/2021 00:00:00,03/03/2021 00:00:00,26/02/2022 00:00:00,null,null,361,01/02/2022 00:00:00,A,RELIANCE TENDER KGD6 GAS SUPPLY (SEI),null,null,105,21/05/2021 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,21/05/2021 00:00:00
RIL:0:NA=PUR,RIL,4,RIL-S-4,I,LC,Gas,null,1,Fixed,162755030,0,STANDARD CHARTERED BANK,530020029344-GS,null,null,null,null,04/03/2021 00:00:00,03/03/2021 00:00:00,26/02/2022 00:00:00,null,null,361,01/02/2022 00:00:00,O,RELIANCE TENDER KGD6 GAS SUPPLY (SEI),Y,Y,105,21/05/2021 00:00:00,21/05/2021 00:00:00,105,21/05/2021 00:00:00,105,0,K,null,null,null,null,null,null,null,null,null,null,2,21/05/2021 00:00:00
RIL:0:NA=PUR,RIL,4,RIL-S-4,I,LC,Gas,null,1,Fixed,162755030,0,STANDARD CHARTERED BANK,530020029344-GS,null,null,null,null,04/03/2021 00:00:00,03/03/2021 00:00:00,26/02/2022 00:00:00,null,31/01/2022 00:00:00,361,01/02/2022 00:00:00,R,RELIANCE TENDER KGD6 GAS SUPPLY (SEI),X,Y,105,21/05/2021 00:00:00,21/05/2021 00:00:00,105,21/05/2021 00:00:00,105,0,K,null,null,null,null,null,null,null,null,null,null,3,31/01/2022 00:00:00
RIL:0:NA=PUR,RIL,6,RIL-S-4-V1,I,LC,Gas,null,1,Fixed,162755030,0,STANDARD CHARTERED BANK,530020029344-GS,null,null,null,null,04/03/2021 00:00:00,31/01/2022 00:00:00,26/02/2022 00:00:00,31/01/2022 00:00:00,null,361,01/02/2022 00:00:00,A,RELIANCE TENDER KGD6 GAS SUPPLY (SEI),null,Y,125,31/01/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,31/01/2022 00:00:00
RIL:0:NA=PUR,RIL,6,RIL-S-4-V1,I,LC,Gas,null,1,Fixed,488265090,0,STANDARD CHARTERED BANK,530020029344-GS,null,null,null,null,27/01/2022 00:00:00,18/01/2022 00:00:00,24/02/2023 00:00:00,31/01/2022 00:00:00,null,403,24/01/2023 00:00:00,A,RELIANCE TENDER KGD6 GAS SUPPLY (SEI),null,Y,125,31/01/2022 00:00:00,31/01/2022 00:00:00,125,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,31/01/2022 00:00:00
RIL:0:NA=PUR,RIL,7,RIL-S-7,I,LC,Gas,null,1,Fixed,1141420341,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM221093,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,07/04/2022 00:00:00,20/10/2021 00:00:00,24/02/2024 00:00:00,null,null,858,24/01/2023 00:00:00,A,RELIANCE - KGD6 (SEI),null,null,125,22/06/2022 00:00:00,10/10/2022 00:00:00,176,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,10/10/2022 00:00:00
RIL:0:NA=PUR,RIL,7,RIL-S-7,I,LC,Gas,null,1,Fixed,1141420341,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM221093,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,07/04/2022 00:00:00,20/10/2021 00:00:00,24/02/2024 00:00:00,null,null,858,24/01/2023 00:00:00,A,RELIANCE - KGD6 (SEI),null,null,125,22/06/2022 00:00:00,10/10/2022 00:00:00,176,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,10/10/2022 00:00:00
RIL:0:NA=PUR,RIL,7,RIL-S-7,I,LC,Gas,null,1,Fixed,719690241,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM221093,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,07/04/2022 00:00:00,20/10/2021 00:00:00,24/02/2023 00:00:00,null,null,493,24/01/2023 00:00:00,A,RELIANCE - KGD6 (SEI),null,null,125,22/06/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/06/2022 00:00:00
RIL:0:NA=PUR,RIL,8,RIL-S-8,I,LC,Gas,null,1,Fixed,251935857,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM320567,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,06/04/2022 00:00:00,25/03/2022 00:00:00,31/03/2023 00:00:00,null,null,372,01/03/2023 00:00:00,A,Reliance Industries Limited - CMB Tender,null,null,125,22/06/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/06/2022 00:00:00
RIL:0:NA=PUR,RIL,9,RIL-S-9,I,LC,Gas,null,1,Fixed,1500000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM250551,null,null,null,null,12/01/2023 00:00:00,12/01/2023 00:00:00,30/04/2023 00:00:00,null,null,109,30/04/2023 00:00:00,A,KG6D-2023 Security Deposit form  RFP_KGD6_2022_001 dated 29 December 2022,null,null,176,12/01/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,12/01/2023 00:00:00
RIL:0:NA=PUR,RIL,10,RIL-S-10,I,LC,Gas,null,1,Fixed,15000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM252295,null,null,null,null,17/02/2023 00:00:00,17/02/2023 00:00:00,31/05/2023 00:00:00,null,null,104,28/04/2023 00:00:00,A,Reliance Industries Limited - CMB Tender (RFP/CBM/2023/001),null,null,125,17/02/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,17/02/2023 00:00:00
RIL:0:NA=PUR,RIL,8,RIL-S-8,I,LC,Gas,null,1,Fixed,251935857,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM320567,The Hongkong & Shanghai Banking Corporation Ltd,null,null,null,06/04/2022 00:00:00,25/03/2022 00:00:00,30/06/2023 00:00:00,null,null,463,02/05/2023 00:00:00,A,Reliance Industries Limited - CMB Tender,null,null,125,22/06/2022 00:00:00,22/02/2023 00:00:00,125,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,22/02/2023 00:00:00
RIL:0:NA=PUR,RIL,6,RIL-S-4-V1,I,LC,Gas,null,1,Fixed,488265090,0,STANDARD CHARTERED BANK,530020029344-GS,null,null,null,null,27/01/2022 00:00:00,18/01/2022 00:00:00,24/02/2024 00:00:00,31/01/2022 00:00:00,null,768,24/01/2023 00:00:00,A,RELIANCE TENDER KGD6 GAS SUPPLY (SEI),null,Y,125,31/01/2022 00:00:00,14/10/2022 00:00:00,176,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,14/10/2022 00:00:00
RIL:0:NA=PUR,RIL,9,RIL-S-9,I,LC,Gas,null,1,Fixed,1500000000,0,The Hongkong & Shanghai Banking Corporation Ltd,TEBBOM250551,null,null,null,null,12/01/2023 00:00:00,12/01/2023 00:00:00,30/04/2023 00:00:00,null,24/03/2023 00:00:00,109,30/04/2023 00:00:00,C,KG6D-2023 Security Deposit form  RFP_KGD6_2022_001 dated 29 December 2022. 16 FEB 23 - BG Cancelled ,X,null,176,12/01/2023 00:00:00,24/03/2023 00:00:00,125,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,24/03/2023 00:00:00
RGPL:0:NA=PUR,RGPL,1,RGPL-S-1,I,LC,Gas,null,1,Fixed,14264085,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM320589,null,null,null,null,07/04/2022 00:00:00,31/03/2022 00:00:00,30/04/2023 00:00:00,null,28/06/2023 00:00:00,396,30/03/2023 00:00:00,C,SEIPL - EXPIRED. ,X,null,125,29/06/2022 00:00:00,28/06/2023 00:00:00,125,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,28/06/2023 00:00:00
RGPL:0:NA=PUR,RGPL,1,RGPL-S-1,I,LC,Gas,null,1,Fixed,14264085,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM320589,null,null,null,null,07/04/2022 00:00:00,31/03/2022 00:00:00,30/04/2023 00:00:00,null,null,396,30/03/2023 00:00:00,A,null,null,null,125,29/06/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/06/2022 00:00:00
RCF:0:NA=PUR,RCF,2,RCF-S-2,I,LC,Gas,null,1,Fixed,1266520000,0,Axis Bank Ltd,DUMMYTS30122021,Standard Chartered Bank ,null,null,null,15/02/2022 00:00:00,14/02/2022 00:00:00,25/03/2022 00:00:00,null,null,40,null,A,DUMMY FOR TERM SHEET DD 30 DEC 2021,null,null,104,15/02/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,15/02/2022 00:00:00
RCF:0:NA=PUR,RCF,2,RCF-S-2,I,LC,Gas,null,1,Fixed,1266520000,0,Axis Bank Ltd,DUMMYTS30122021,Standard Chartered Bank ,null,null,null,15/02/2022 00:00:00,14/02/2022 00:00:00,25/03/2022 00:00:00,null,null,40,null,D,DUMMY FOR TERM SHEET DD 30 DEC 2021,null,null,104,15/02/2022 00:00:00,15/02/2022 00:00:00,104,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,15/02/2022 00:00:00
RCF:0:NA=PUR,RCF,2,RCF-S-2,I,LC,Gas,null,1,Fixed,1266520000,0,Axis Bank Ltd,DUMMYTS30122021,Standard Chartered Bank ,null,null,null,15/02/2022 00:00:00,14/02/2022 00:00:00,25/03/2022 00:00:00,null,24/02/2022 00:00:00,40,null,R,DUMMY FOR TERM SHEET DD 30 DEC 2021,X,null,104,15/02/2022 00:00:00,15/02/2022 00:00:00,104,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,24/02/2022 00:00:00
RCF:0:NA=PUR,RCF,3,RCF-S-2-V1,I,LC,Gas,null,1,Fixed,1266520000,0,Axis Bank Ltd,DUMMYTS30122021,Standard Chartered Bank ,null,null,null,15/02/2022 00:00:00,24/02/2022 00:00:00,25/03/2022 00:00:00,24/02/2022 00:00:00,null,40,null,A,DUMMY FOR TERM SHEET DD 30 DEC 2021,null,null,104,24/02/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,24/02/2022 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,7,PipeInfra-S-7,I,LC,Capacity,null,1,Fixed,110244111,0,Standard Chartered Bank ,530020029371,Axis Bank Ltd,null,null,null,19/04/2023 00:00:00,11/05/2021 00:00:00,30/04/2024 00:00:00,null,null,1086,14/03/2024 00:00:00,A,SEIPL - Transferred from FMS Gail-S-12. Face Value: INR110 244 111.00. Max Liablity: INR 220 488 222.00. Amd 7 on 19 Apr 2023. ,null,null,125,22/06/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/06/2023 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,8,PipeInfra-S-7-V1,I,LC,Capacity,null,1,Fixed,299968870,0,Standard Chartered Bank ,530020029371,Axis Bank Ltd,null,null,null,18/09/2023 00:00:00,15/09/2023 00:00:00,30/04/2024 00:00:00,21/09/2023 00:00:00,null,229,14/03/2024 00:00:00,O,SEIPL - SN4. Face Value: INR149 984 435. Max Liablity: INR 299 968 870. Amd 8 on 15 Sep 2023. ,Y,Y,125,21/09/2023 00:00:00,21/09/2023 00:00:00,125,21/09/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,2,21/09/2023 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,7,PipeInfra-S-7,I,LC,Capacity,null,1,Fixed,220488222,0,Standard Chartered Bank ,530020029371,Axis Bank Ltd,null,null,null,19/04/2023 00:00:00,11/05/2021 00:00:00,30/04/2024 00:00:00,null,21/09/2023 00:00:00,1086,14/03/2024 00:00:00,R,SEIPL - SN4. Face Value: INR110 244 111.00. Max Liablity: INR 220 488 222.00. Amd 7 on 19 Apr 2023. ,X,Y,125,22/06/2023 00:00:00,21/09/2023 00:00:00,125,21/09/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,5,21/09/2023 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,8,PipeInfra-S-7-V1,I,LC,Capacity,null,1,Fixed,220488222,0,Standard Chartered Bank ,530020029371,Axis Bank Ltd,null,null,null,19/04/2023 00:00:00,21/09/2023 00:00:00,30/04/2024 00:00:00,21/09/2023 00:00:00,null,1086,14/03/2024 00:00:00,A,SEIPL - SN4. Face Value: INR110 244 111.00. Max Liablity: INR 220 488 222.00. Amd 7 on 19 Apr 2023. ,null,Y,125,21/09/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,21/09/2023 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,7,PipeInfra-S-7,I,LC,Capacity,null,1,Fixed,220488222,0,Standard Chartered Bank ,530020029371,Axis Bank Ltd,null,null,null,19/04/2023 00:00:00,11/05/2021 00:00:00,30/04/2024 00:00:00,null,null,1086,14/03/2024 00:00:00,A,SEIPL - SN4. Face Value: INR110 244 111.00. Max Liablity: INR 220 488 222.00. Amd 7 on 19 Apr 2023. ,null,null,125,22/06/2023 00:00:00,28/06/2023 00:00:00,125,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,28/06/2023 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,5,PipeInfra-S-5,I,LC,Gas,null,1,Fixed,79480648,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM749790,null,null,null,null,24/04/2023 00:00:00,24/04/2023 00:00:00,30/09/2023 00:00:00,null,null,160,22/06/2023 00:00:00,A,SEIPL: FOR TRANSPORTATION OF NATURAL GAS - GTA DD 13 MAY 2022. Face Value: INR39 740 324. Max Liability: INR79 480 648. ,null,null,105,03/05/2023 00:00:00,17/07/2023 00:00:00,125,null,null,0,K,null,null,null,null,null,null,null,null,null,null,6,17/07/2023 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,6,PipeInfra-S-6,I,LC,Gas,null,1,Fixed,47437824,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM749757,null,null,null,null,21/04/2023 00:00:00,21/04/2023 00:00:00,30/04/2024 00:00:00,null,null,376,14/03/2024 00:00:00,A,SEMTIPL: TRANSPORTATION OF NATURAL GAS FGTA DD 26 SEP 2022. Replace expiring SBLC ref: SDCBOM321795. Face value of SBLC: INR23 718 912. Max liability: INR47 437 824,null,null,125,10/05/2023 00:00:00,18/07/2023 00:00:00,125,null,null,0,K,null,null,null,null,null,null,null,null,null,null,5,18/07/2023 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,4,PipeInfra-S-4,I,LC,Capacity,null,1,Fixed,14665728,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM749759,Axis Bank Ltd,null,null,null,04/01/2024 00:00:00,19/04/2023 00:00:00,30/04/2024 00:00:00,null,null,378,04/03/2024 00:00:00,O,SEIPL - MASTER PARKING SERVICE AGMT DD 12 NOV 2021. FACE VALUE: INR7 332 864. MAX LIABILITY: INR14 665 728. Amd 1 - Extend MD to 30 Apr 2024,Y,Y,125,20/04/2023 00:00:00,16/01/2024 00:00:00,125,16/01/2024 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,5,16/01/2024 00:00:00
PipeInfra:0:NA=PUR,PipeInfra,6,PipeInfra-S-6,I,LC,Gas,null,1,Fixed,108514022,0,The Hongkong & Shanghai Banking Corporation Ltd,SDCBOM749757,null,null,null,null,05/10/2023 00:00:00,21/04/2023 00:00:00,30/04/2024 00:00:00,null,null,376,14/03/2024 00:00:00,O,SEMTIPL: TRANSPORTATION OF NATURAL GAS FGTA DD 26 SEP 2022. Replace expiring SBLC ref: SDCBOM321795. Face value of SBLC: INR54 257 011. Max liability: INR108 514 022,Y,Y,125,10/05/2023 00:00:00,06/10/2023 00:00:00,125,06/10/2023 00:00:00,125,0,K,null,null,null,null,null,null,null,null,null,null,6,06/10/2023 00:00:00
