COMPANY_CD,SUPPLIER_CD,VENDOR_CD,INVOICE_TYPE,EFF_DT,SEQ_NO,INVOICE_NO,INVOICE_SEQ,ITEM_DESCRIPTION,SALE_PRICE,SALE_PRICE_UNIT,TAX_STRUCT_CD,FINANCIAL_YEAR,HSN_CODE,SAC_CODE,PURCHASE_NO,REFERENCE_NO,VESSEL_CD,VESSEL_AGENT,VESSEL_FLAG,GRT,IMPORTER,QUANTITY,CARGO_DT,CARGO_AMOUNT,TAX_CD,GATE_PASS_NO,HRS_BERTHING,TIME_SLOTS_BERTHING,FLAG_SAC,SALE_NO,PACER_NO,VENDOR_SUPP_INV_REF,UAM_NO,CARGO_TYPE,CESS_RATE,CESS_AMOUNT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,TAX_EFF_DT,DISCHARGE_PORT,SIGN,AMT_DESCRIPTION,ITEM_AMT,ITEM_FLAG,INV_FLAG,REF_NO,CRITERIA,ITEM_TAX_AMT,TOTAL_CESS_AMOUNT
2,SEIPL,176,SFA,29/08/2019,10,00344/19-20,344,SALE OF OLD HP LAPTOP,4237,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,4237,null,F,null,null,762,0
2,SEIPL,176,SFA,29/08/2019,11,00344/19-20,344,SALE OF OLD HP LAPTOP,4661,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,4661,null,F,null,null,838,0
2,SEIPL,176,SFA,29/08/2019,12,00344/19-20,344,SALE OF OLD HP LAPTOP,5085,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,2,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,10170,null,F,null,null,1830,0
2,SEIPL,176,SFA,29/08/2019,1,00345/19-20,345,SALE OF OLD HP PRINTER FUSER ASSEMBLY,8,1,CGST 9%@SGST 9%,2019-2020,8443,null,null,null,null,null,null,null,null,2,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,16,null,F,null,null,2,0
2,SEIPL,176,SFA,29/08/2019,2,00345/19-20,345,SALE OF OLD HP DESKTOP,3390,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,13,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,44070,null,F,null,null,7932,0
2,SEIPL,176,SFA,29/08/2019,3,00345/19-20,345,SALE OF OLD HP DESKTOP,2966,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,2966,null,F,null,null,534,0
2,SEIPL,176,SFA,29/08/2019,4,00345/19-20,345,SALE OF OLD HP PRINTER,1695,1,CGST 9%@SGST 9%,2019-2020,8443,null,null,null,null,null,null,null,null,2,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,3390,null,F,null,null,610,0
2,SEIPL,176,SFA,29/08/2019,5,00345/19-20,345,SALE OF OLD HP LAPTOP,1695,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,1695,null,F,null,null,306,0
2,SEIPL,176,SFA,29/08/2019,6,00345/19-20,345,SALE OF OLD VC DEVICE,1492,1,CGST 9%@SGST 9%,2019-2020,8517,null,null,null,null,null,null,null,null,2,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,2984,null,F,null,null,538,0
2,SEIPL,176,SFA,29/08/2019,7,00345/19-20,345,SALE OF OLD HP MONITOR,847,1,CGST 9%@SGST 9%,2019-2020,85285100,null,null,null,null,null,null,null,null,5,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,4235,null,F,null,null,762,0
2,SEIPL,176,SFA,29/08/2019,8,00345/19-20,345,SALE OF OLD HP PRINTER,847,1,CGST 9%@SGST 9%,2019-2020,8443,null,null,null,null,null,null,null,null,5,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,4235,null,F,null,null,762,0
2,SEIPL,176,SFA,29/08/2019,9,00345/19-20,345,SALE OF OLD PROJECTOR,847,1,CGST 9%@SGST 9%,2019-2020,8528,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,847,null,F,null,null,152,0
2,SEIPL,176,SFA,29/08/2019,10,00345/19-20,345,SALE OF OLD VC DEVICE,847,1,CGST 9%@SGST 9%,2019-2020,8517,null,null,null,null,null,null,null,null,7,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,5929,null,F,null,null,1068,0
2,SEIPL,176,SFA,29/08/2019,11,00345/19-20,345,SALE OF OLD HP MONITOR,297,1,CGST 9%@SGST 9%,2019-2020,85285100,null,null,null,null,null,null,null,null,6,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,1782,null,F,null,null,320,0
2,SEIPL,176,SFA,29/08/2019,12,00345/19-20,345,SALE OF OLD HP MONITOR,212,1,CGST 9%@SGST 9%,2019-2020,85285100,null,null,null,null,null,null,null,null,8,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,1696,null,F,null,null,306,0
2,SEIPL,176,SFA,29/08/2019,13,00345/19-20,345,SALE OF OLD HP IMAGE TRANSFER KIT,85,1,CGST 9%@SGST 9%,2019-2020,8443,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,85,null,F,null,null,16,0
2,SEIPL,176,SFA,29/08/2019,14,00345/19-20,345,SALE OF OLD HP DESKTOP,847,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,5,null,null,C,null,null,null,null,HLPL/D065-57/19,null,null,NO,null,null,0,34,29/08/2019 00:00:00,null,null,null,null,null,null,4235,null,F,null,null,762,0
2,SEIPL,88,SFA,31/10/2018,1,00360/18-19,360,MIX GARBAGE & DETERIORATED WOODEN WASTE EXCEPT METAL,3000,1,CGST 9%@SGST 9%,2018-2019,3915,null,null,null,null,null,null,null,null,1,null,null,C,1683/1693,null,null,null,HLPL/D056/18,null,null,LS,null,null,0,34,31/10/2018 00:00:00,null,null,null,null,null,null,3000,null,F,null,null,540,0
2,SEIPL,28,SFA,09/01/2018,1,00364/17-18,555,PAPER  PLASTIC WASTE,2.5,1,CGST 9%@SGST 9%,2017-2018,3915,null,null,null,null,null,null,null,null,1670,null,null,C,1298,null,null,null,HLPL/D045/17,null,null,KG,null,null,0,34,09/01/2018 00:00:00,null,null,null,null,null,null,4175,null,F,null,null,752,0
2,SEIPL,63,SFA,19/01/2018,1,00382/17-18,573,SALE OF OLD IPHONE 6 64GB SPACE GREY,7142.85,1,CGST 6%@SGST 6%,2017-2018,85171290,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D049/18,null,null,NO,null,null,0,34,19/01/2018 00:00:00,null,null,null,null,null,null,7142.85,null,F,null,null,858,0
2,SEIPL,63,SFA,19/01/2018,2,00382/17-18,573,SALE OF OLD IPHONE 6 64GB SPACE GREY,892,1,CGST 6%@SGST 6%,2017-2018,85171290,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D049/18,null,null,NO,null,null,0,34,19/01/2018 00:00:00,null,null,null,null,null,null,892,null,F,null,null,108,0
2,SEIPL,63,SFA,19/01/2018,3,00382/17-18,573,SALE OF OLD IPHONE 6 64GB SPACE GREY,8928.57,1,CGST 6%@SGST 6%,2017-2018,85171290,null,null,null,null,null,null,null,null,23,null,null,C,null,null,null,null,HLPL/D049/18,null,null,NO,null,null,0,34,19/01/2018 00:00:00,null,null,null,null,null,null,205357.11,null,F,null,null,24642,0
2,SEIPL,64,SFA,29/01/2018,1,00383/17-18,574,SALE OF OLD LAPTOP - HP ELITEBOOK 745 G3,6355.93,1,CGST 9%@SGST 9%,2017-2018,8471,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D050/18,null,null,PC,null,null,0,34,30/01/2018 00:00:00,null,null,null,null,null,null,6355.93,null,F,null,null,1144,0
2,SEIPL,99,SFA,28/11/2018,1,00416/18-19,416,SALE OF OLD LAPTOP HP ELITE E745G3,4660.85,1,CGST 9%@SGST 9%,2018-2019,8471,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D057/18,null,null,PC,null,null,0,34,28/11/2018 00:00:00,null,null,null,null,null,null,4660.85,null,F,null,null,838,0
2,SEIPL,99,SFA,28/11/2018,2,00416/18-19,416,SALE OF OLD IPHONE 8 64 GB,14286.85,1,CGST 6%@SGST 6%,2018-2019,85171290,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D057/18,null,null,PC,null,null,0,34,28/11/2018 00:00:00,null,null,null,null,null,null,14286.85,null,F,null,null,1714,0
2,SEIPL,58,SFA,14/10/2019,1,00445/19-20,445,SALE OF WASTE PAPER  PLASTIC  RUBBER  GLASS SCRAP,3,1,CGST 9%@SGST 9%,2019-2020,3915,null,null,null,null,null,null,null,null,2130,null,null,C,2045,null,null,null,HLPL/D066/19,null,null,KG,null,null,0,34,14/10/2019 00:00:00,null,null,null,null,null,null,6390,null,F,null,null,1150,0
2,SEIPL,58,SFA,17/10/2019,1,00461/19-20,461,SALE OF WOODEN SCRAP,5,1,CGST 2.5%@SGST 2.5%,2019-2020,4401,null,null,null,null,null,null,null,null,1690,null,null,C,2053,null,null,null,SEIPL/D066/19,null,null,KG,null,null,0,34,17/10/2019 00:00:00,null,null,null,null,null,null,8450,null,F,null,null,422,0
2,SEIPL,88,SFA,20/12/2018,1,00471/18-19,471,WOODEN SCRAP,6,1,CGST 2.5%@SGST 2.5%,2018-2019,4401,null,null,null,null,null,null,null,null,1900,null,null,C,1714/1718/1719/1726,null,null,null,HLPL/D054/18,null,null,KG,null,null,0,34,20/12/2018 00:00:00,null,null,null,null,null,null,11400,null,F,null,null,570,0
2,SEIPL,88,SFA,20/12/2018,2,00471/18-19,471,PAPER  PLASTIC  RUBBER  GLASS WASTE,4,1,CGST 9%@SGST 9%,2018-2019,3915,null,null,null,null,null,null,null,null,1260,null,null,C,1714/1718/1719/1726,null,null,null,HLPL/D054/18,null,null,KG,null,null,0,34,20/12/2018 00:00:00,null,null,null,null,null,null,5040,null,F,null,null,908,0
2,SEIPL,88,SFA,20/12/2018,3,00471/18-19,471,MIX METAL SCRAP MATERIAL,29,1,CGST 9%@SGST 9%,2018-2019,7204,null,null,null,null,null,null,null,null,5210,null,null,C,1714/1718/1719/1726,null,null,null,HLPL/D054/18,null,null,KG,null,null,0,34,20/12/2018 00:00:00,null,null,null,null,null,null,151090,null,F,null,null,27196,0
2,SEIPL,100,SFA,28/12/2018,1,00473/18-19,473,SALE OF MIX SCRAP,5000,1,CGST 9%@SGST 9%,2018-2019,3915,null,null,null,null,null,null,null,null,1,null,null,C,1711/12/13/16/17/21,null,null,null,HLPL/D058/18,null,null,LS,null,null,0,34,28/12/2018 00:00:00,null,null,null,null,null,null,5000,null,F,null,null,900,0
2,SEIPL,58,SFA,22/03/2018,1,00479/17-18,670,MILD STEEL (MS) SCRAP,22,1,CGST 9%@SGST 9%,2017-2018,7204,null,null,null,null,null,null,null,null,2820,null,null,C,1373/1374/1376/1377,null,null,null,HLPL/D052/18-A,null,null,KG,null,null,0,34,23/03/2018 00:00:00,null,null,null,null,null,null,62040,null,F,null,null,11168,0
2,SEIPL,58,SFA,22/03/2018,2,00479/17-18,670,PAPER  PLASTIC WASTE,3,1,CGST 9%@SGST 9%,2017-2018,3915,null,null,null,null,null,null,null,null,3540,null,null,C,1373/1374/1376/1377,null,null,null,HLPL/D052/18-A,null,null,KG,null,null,0,34,23/03/2018 00:00:00,null,null,null,null,null,null,10620,null,F,null,null,1912,0
2,SEIPL,58,SFA,22/03/2018,3,00479/17-18,670,WOODEN SCRAP,5,1,CGST 2.5%@SGST 2.5%,2017-2018,4401,null,null,null,null,null,null,null,null,1890,null,null,C,1373/1374/1376/1377,null,null,null,HLPL/D052/18-A,null,null,KG,null,null,0,34,23/03/2018 00:00:00,null,null,null,null,null,null,9450,null,F,null,null,472,0
2,SEIPL,72,SFA,23/03/2018,1,00480/17-18,671,RUSTED STRUCTURAL MATERIAL,7500,1,CGST 9%@SGST 9%,2017-2018,7204,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,LS,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,7500,null,F,null,null,1350,0
2,SEIPL,72,SFA,23/03/2018,2,00480/17-18,671,HEAT EXCHANGER OF ELECTRIC MOTOR,20000,1,CGST 9%@SGST 9%,2017-2018,8503,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,NO,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,20000,null,F,null,null,3600,0
2,SEIPL,72,SFA,23/03/2018,3,00480/17-18,671,CORRODED GI SHEET 3M*1M,1500,1,CGST 9%@SGST 9%,2017-2018,7208,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,LS,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,1500,null,F,null,null,270,0
2,SEIPL,72,SFA,23/03/2018,4,00480/17-18,671,CORRODED METAL ANGLE 75*75,20000,1,CGST 9%@SGST 9%,2017-2018,7216,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,LS,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,20000,null,F,null,null,3600,0
2,SEIPL,72,SFA,23/03/2018,5,00480/17-18,671,WOODEN FALSE FLOOR TILES 60*600,500,1,CGST 9%@SGST 9%,2017-2018,6808,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,LS,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,500,null,F,null,null,90,0
2,SEIPL,72,SFA,23/03/2018,6,00480/17-18,671,130PCV ACTUATOR WITH AFR  RELAY AND POSITIONER,1000,1,CGST 9%@SGST 9%,2017-2018,8503,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,NO,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,1000,null,F,null,null,180,0
2,SEIPL,72,SFA,23/03/2018,7,00480/17-18,671,MCC PANEL FIBRE PLATES,1500,1,CGST 9%@SGST 9%,2017-2018,8537,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,LS,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,1500,null,F,null,null,270,0
2,SEIPL,72,SFA,23/03/2018,8,00480/17-18,671,CONDENSOR COIL,2500,1,CGST 9%@SGST 9%,2017-2018,7213,null,null,null,null,null,null,null,null,4,null,null,C,null,null,null,null,HLPL/D051/18,null,null,NO,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,10000,null,F,null,null,1800,0
2,SEIPL,72,SFA,23/03/2018,9,00480/17-18,671,OLD BAND SCREEN STRUCTURE,100000,1,CGST 9%@SGST 9%,2017-2018,7216,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,SET,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,100000,null,F,null,null,18000,0
2,SEIPL,72,SFA,23/03/2018,10,00480/17-18,671,USED ELECTRICAL ITEMS & CABLES,10000,1,CGST 9%@SGST 9%,2017-2018,8544,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,SET,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,10000,null,F,null,null,1800,0
2,SEIPL,72,SFA,23/03/2018,11,00480/17-18,671,MCC PANEL OF GTG,8000,1,CGST 9%@SGST 9%,2017-2018,8537,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D051/18,null,null,SET,null,null,0,34,26/03/2018 00:00:00,null,null,null,null,null,null,8000,null,F,null,null,1440,0
2,SEIPL,111,SFA,24/01/2019,1,00510/18-19,510,SALE OF OLD LAPTOP HP ELITE E745G3,6356,1,CGST 9%@SGST 9%,2018-2019,8471,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D059/18,null,null,PC,null,null,0,34,24/01/2019 00:00:00,null,null,null,null,null,null,6356,null,F,null,null,1144,0
2,SEIPL,110,SFA,24/01/2019,1,00511/18-19,511,SALE OF OLD IPHONE 8 64 GB,25982,1,CGST 6%@SGST 6%,2018-2019,85171290,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D060/19,null,null,PC,null,null,0,34,24/01/2019 00:00:00,null,null,null,null,null,null,25982,null,F,null,null,3118,0
2,SEIPL,112,SFA,24/01/2019,1,00512/18-19,512,SALE OF OLD IPHONE 8 64 GB,25982,1,CGST 6%@SGST 6%,2018-2019,85171290,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D062/19,null,null,PC,null,null,0,34,24/01/2019 00:00:00,null,null,null,null,null,null,25982,null,F,null,null,3118,0
2,SEIPL,112,SFA,24/01/2019,2,00512/18-19,512,SALE OF OLD LAPTOP HP ELITE 745 G3,6356,1,CGST 9%@SGST 9%,2018-2019,8471,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D062/19,null,null,PC,null,null,0,34,24/01/2019 00:00:00,null,null,null,null,null,null,6356,null,F,null,null,1144,0
2,SEIPL,88,SFA,24/01/2019,1,00513/18-19,513,PAPER  PLASTIC  RUBBER  GLASS WASTE,4,1,CGST 9%@SGST 9%,2018-2019,3915,null,null,null,null,null,null,null,null,1300,null,null,C,1773,null,null,null,HLPL/D054/18,null,null,KG,null,null,0,34,24/01/2019 00:00:00,null,null,null,null,null,null,5200,null,F,null,null,936,0
2,SEIPL,58,SFA,29/11/2019,1,00526/19-20,526,SALE OF WASTE PAPER  PLASTIC  RUBBER  GLASS SCRAP,3,1,CGST 9%@SGST 9%,2019-2020,3915,null,null,null,null,null,null,null,null,3240,null,null,C,2101-2103,null,null,null,SEIPL/D066/19,null,null,KG,null,null,0,34,29/11/2019 00:00:00,null,null,null,null,null,null,9720,null,F,null,null,1750,0
2,SEIPL,115,SFA,21/02/2019,1,00543/18-19,543,SALE OF OLD IPHONE 8 64 GB,23660,1,CGST 6%@SGST 6%,2018-2019,85171290,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D064/19,null,null,PC,null,null,0,34,21/02/2019 00:00:00,null,null,null,null,null,null,23660,null,F,null,null,2840,0
2,SEIPL,88,SFA,26/02/2019,1,00544/18-19,544,PAPER  PLASTIC  RUBBER  GLASS WASTE,4,1,CGST 9%@SGST 9%,2018-2019,3915,null,null,null,null,null,null,null,null,1370,null,null,C,1817,null,null,null,HLPL/D054/18,null,null,KG,null,null,0,34,28/02/2019 00:00:00,null,null,null,null,null,null,5480,null,F,null,null,986,0
2,SEIPL,88,SFA,26/02/2019,1,00545/18-19,545,SALE OF OLD RO UNIT  RO TANK,2000,1,CGST 9%@SGST 9%,2018-2019,8421,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D061/19,null,null,LS,null,null,0,34,28/02/2019 00:00:00,null,null,null,null,null,null,2000,null,F,null,null,360,0
2,SEIPL,88,SFA,26/02/2019,2,00545/18-19,545,SALE OF OLD KITCHEN EQUIPMENTS,1800,1,CGST 9%@SGST 9%,2018-2019,7323,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D061/19,null,null,LS,null,null,0,34,28/02/2019 00:00:00,null,null,null,null,null,null,1800,null,F,null,null,324,0
2,SEIPL,88,SFA,26/02/2019,3,00545/18-19,545,SALE OF OLD ELECTRICAL ITEMS,1800,1,CGST 9%@SGST 9%,2018-2019,7204,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D061/19,null,null,LS,null,null,0,34,28/02/2019 00:00:00,null,null,null,null,null,null,1800,null,F,null,null,324,0
2,SEIPL,88,SFA,26/02/2019,4,00545/18-19,545,SALE OF OLD CHAIRS,1400,1,CGST 9%@SGST 9%,2018-2019,9403,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D061/19,null,null,LS,null,null,0,34,28/02/2019 00:00:00,null,null,null,null,null,null,1400,null,F,null,null,252,0
2,SEIPL,88,SFA,13/03/2019,1,00576/18-19,576,MIX METAL SCRAP MATERIAL,29,1,CGST 9%@SGST 9%,2018-2019,7204,null,null,null,null,null,null,null,null,1910,null,null,C,1827,null,null,null,HLPL/D054/18,null,null,KG,null,null,0,34,13/03/2019 00:00:00,null,null,null,null,null,null,55390,null,F,null,null,9970,0
2,SEIPL,58,SFA,14/03/2019,1,00577/18-19,577,SALE OF OLD METAL & SS PIPES,350000,1,CGST 9%@SGST 9%,2018-2019,7304,null,null,null,null,null,null,null,null,1,null,null,C,1833,null,null,null,HLPL/D063/19,null,null,LS,null,null,0,34,14/03/2019 00:00:00,null,null,null,null,null,null,350000,null,F,null,null,63000,0
2,SEIPL,125,SFA,18/12/2019,1,00582/19-20,582,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-01/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,194,SFA,18/12/2019,1,00583/19-20,583,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-02/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,195,SFA,18/12/2019,1,00584/19-20,584,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-03/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,210,SFA,18/12/2019,1,00585/19-20,585,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-04/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,171,SFA,18/12/2019,1,00586/19-20,586,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-05/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,196,SFA,18/12/2019,1,00587/19-20,587,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-06/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,197,SFA,18/12/2019,1,00588/19-20,588,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-07/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,198,SFA,18/12/2019,1,00589/19-20,589,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-08/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,199,SFA,18/12/2019,1,00590/19-20,590,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-09/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,200,SFA,18/12/2019,1,00591/19-20,591,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-10/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,201,SFA,18/12/2019,1,00592/19-20,592,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,8283.49,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-11/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,8283.49,null,F,null,null,1492,0
2,SEIPL,202,SFA,18/12/2019,1,00593/19-20,593,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,7923.72,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-12/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,7923.72,null,F,null,null,1426,0
2,SEIPL,203,SFA,18/12/2019,1,00594/19-20,594,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,7923.73,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-13/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,7923.73,null,F,null,null,1426,0
2,SEIPL,204,SFA,18/12/2019,1,00595/19-20,595,SALE OF OLD LAPTOP HP ELITEBOOK 745 G3,7923.73,1,CGST 9%@SGST 9%,2019-2020,84713010,null,null,null,null,null,null,null,null,1,null,null,C,null,null,null,null,HLPL/D067-14/19,null,null,NO,null,null,0,34,18/12/2019 00:00:00,null,null,null,null,null,null,7923.73,null,F,null,null,1426,0
