

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(17-MAY-2025 17:52:51)
2, 159 , CAIRENH , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 168 , GSIGLIM , 1,R, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 122 , GAILGAS , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 174 , KUTCHCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 278 , SEMTEXP , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 278 , SEMTEXP , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 181 , SANENER , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 181 , SANENER , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 183 , SUMGLAS , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 184 , SVTPLIN , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 112 , SPSSETL1 , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 113 , SIETCO , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 123 , AVGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 121 , NGPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 115 , SILS , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 114 , STASCO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 114 , STASCO , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 119 , ROCKIND , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 118 , LANCOKO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 130 , CRMNDEL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 281 , SEIPLDY , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 134 , GSINLIM , 1,R, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 282 , JMB , 1,H, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , BOXCO , 1,H, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 265 , SLPL , 1,H, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 265 , SLPL , 1,H, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 232 , JBB , 1,V, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 126 , SGSINDIA , 1,S, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 232 , JBB , 2,S, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 264 , SSAPL , 1,S, 	(17-MAY-2025 17:52:52)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,195,,,, 	(17-MAY-2025 17:52:52)
 

TOTAL DATA INSERTED : ,0,,,, 	(17-MAY-2025 17:52:52)
 

TOTAL SKIPPED DATA ,195,,,, 	(17-MAY-2025 17:52:52)
 
<<END>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(17-MAY-2025 17:52:52)
 

<<START>>,<<FMS_SECTOR_MST>>, 	(17-MAY-2025 17:52:52)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
ELLECTRICAL/ ELECTRONICS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
HEAVY MACHINES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
LIGHT MACHINES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
AIRCRAFTS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SHIPBUILD. & REPAIRS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
TRUCKS&PASS VEHICALS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SCOOTERS ETC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
HIGH PRESSURE VESSEL,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
MECH. MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
STRUCTURAL WORKS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
IRON & STEEL PLANTS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
IRON & STEEL REWORKS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
ALUMINIUM,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FOUNDRIES/CASTINGS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FERROUS ALLOYS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
METAL. MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
CANDLE INDUSTRY,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
MATCHES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
RUBBER TYRES & TUBES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PAPER PRODUCTS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
INDU ABRASIVES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
GLASS/CERAMICS ETC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PACKING MATERIALS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PLASTIC INDUSTRIES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
LEATHER,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PROCESSOR,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
TOBACCO PRODUCTS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
INDUS. MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
COTTON MILLS HOSIERY,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
JUTE MILLS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SYN.FIBRE/RAYON MF,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
TEXTI. MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PET.EXPLO&PROD,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
IRON ORE,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
COAL,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
BAUXITE,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
MANGANESE,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
STONE QUARRYING,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
MINING MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
POST & TELEGRAPHS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
STATE ELEC. BOARDS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
CATERING & HOTELS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
UNIVERSITIES ETC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
LAUNDRIES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
REFINERIES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
TPP-OIL,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
HYDEL POWER PLANTS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
ATOMIC POWER PLANTS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
GAS TURBINES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
POWER MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
RAILWAYS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
OTHER ROAD TRANSPORT,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
STATE ROAD TRANSPORT,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SHIP. COASTAL,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SHIP. INTERNATIONAL,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
INLAND WATERWAYS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
OTHERS (PORT TRUST),, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
DOMESTIC DIST.,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
INDUSTRIAL DIST.,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
OWN CONSUMPTION,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PARALLEL MARKETERS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
TEA PLANTATION,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
RUBBER/COFFEE ETC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FORESTRY&TIMBER,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
AGRI.CROPS/ORCHARD,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SUGAR MILLS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FLOUR MILLS ETC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
VEG. OIL MILLS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FOOD PROCESSING,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
DAIRIES&MILK PROC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FISHERIES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
AGRI. MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
DOMESTIC AIRLINES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FOREIGN AIRLINES,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
DAIRIES&MILK PROC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
CAUSTIC SODA ETC.,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
HEAVY ACIDS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
OTHER INORG.CHEM,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PETRO-CHEM OTHERS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PETROCHEM -GAS BASED,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
DYES & DYE STUFFS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SYNTHETIC RUBBER,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PESTI./AGRO CHEM,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
OTHER ORG.CHEMICAL,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
DRUGS&PHARMACEUTICAL,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
PAINTS ETC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
INDU EXPLOSIVE,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
CALCINATION PLANTS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
SOAPS ETC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
MISC CHEM INDU,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
CEMENT/BUILD MAT,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
BITUMEN/BUILD.MAT,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
CIVIL MISCELLANEOUS,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
LDC,, 	(17-MAY-2025 17:52:52)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,97, 	(17-MAY-2025 17:52:52)
 

TOTAL DATA INSERTED : ,0, 	(17-MAY-2025 17:52:52)
 

TOTAL SKIPPED DATA ,97, 	(17-MAY-2025 17:52:52)
 
<<END>>,<<FMS_SECTOR_MST>>, 	(17-MAY-2025 17:52:52)
 

<<START>>,<<FMS_SECTOR_DTL>>, 	(17-MAY-2025 17:52:52)
 
ABBR,,TIMESTAMP

TOTAL DATA IN EXCEL : ,97, 	(17-MAY-2025 17:52:52)
 

TOTAL DATA INSERTED : ,0, 	(17-MAY-2025 17:52:52)
 

TOTAL SKIPPED DATA ,0, 	(17-MAY-2025 17:52:52)
 
<<END>>,<<FMS_SECTOR_DTL>>, 	(17-MAY-2025 17:52:52)
 
