

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(02-MAY-2025 13:08:51)
TOTAL DATA IN EXCEL : ,90, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,90, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_HOLIDAY_DTL>>, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_PRODUCT_MST>>, 	(02-MAY-2025 13:08:52)
 
PROD_CD,PROD_ABBR,TIMESTAMP,
1 , DOM GAS (CAPPED), 	(02-MAY-2025 13:08:52)
2 , RLNG, 	(02-MAY-2025 13:08:52)
3 , DLNG, 	(02-MAY-2025 13:08:52)
4 , DOMGAS, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,0, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,4, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_PRODUCT_MOLECULE_MST>>, 	(02-MAY-2025 13:08:52)
 
MOLE_CD,MOLE_ABBR,TIMESTAMP,
1 , D6, 	(02-MAY-2025 13:08:52)
2 , D6, 	(02-MAY-2025 13:08:52)
3 , Imported, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,0, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,3, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_PRODUCT_MOLECULE_MST>>, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_SAC_MST>>, 	(02-MAY-2025 13:08:52)
 
SAC_NAME,TIMESTAMP,
Other Miscellaneous services - Other Services n.e.c. ,  	(02-MAY-2025 13:08:52)
Other employment & labour supply services n.e.c ,  	(02-MAY-2025 13:08:52)
Other support services n.e.c. ,  	(02-MAY-2025 13:08:52)
Road transport services of Goods including letters  parcels  live animals  household & office furnit ,  	(02-MAY-2025 13:08:52)
Legal advisory and representation services concerning other fields of law. ,  	(02-MAY-2025 13:08:52)
Sponsorship Services & Brand Promotion Services ,  	(02-MAY-2025 13:08:52)
Coastal and transoceanic (overseas) water transport services of goods by refrigerator vessels  tanke ,  	(02-MAY-2025 13:08:52)
Other administrative services of the government n.e.c. ,  	(02-MAY-2025 13:08:52)
Maintenance and repair services of other machinery and equipments ,  	(02-MAY-2025 13:08:52)
Courier services ,  	(02-MAY-2025 13:08:52)
Other on-line contents n.e.c. ,  	(02-MAY-2025 13:08:52)
On-line text based information such as online books  newpapers  periodicals  directories etc ,  	(02-MAY-2025 13:08:52)
998349 - Other technical and scientific services n.e.c. ,  	(02-MAY-2025 13:08:52)
Rental or leasing services involving own or leased non-residential property ,  	(02-MAY-2025 13:08:52)
Management consulting and management services including financial  strategic  human resources  marke ,  	(02-MAY-2025 13:08:52)
Information technology (IT) consulting and support services ,  	(02-MAY-2025 13:08:52)
Commercial training and coaching services ,  	(02-MAY-2025 13:08:52)
Hosting and information technology (IT) infrastructure provisioning services ,  	(02-MAY-2025 13:08:52)
Repair services of bicycles ,  	(02-MAY-2025 13:08:52)
Other professional  technical and business service ,  	(02-MAY-2025 13:08:52)
INSTALLATION SERVICES OF OTHER GOODS ,  	(02-MAY-2025 13:08:52)
Other human health services including homeopathy  unani  ayurveda  naturopathy  acupuncture etc. ,  	(02-MAY-2025 13:08:52)
Goods transport agency services for road transport ,  	(02-MAY-2025 13:08:52)
998434 - Software downloads ,  	(02-MAY-2025 13:08:52)
RENTAL SERVICES OF ROAD VEHICLES INVCLUDING BUSES COACHES CARS TRUCKS AND OTHER MOTOR VEHICLES WITH  ,  	(02-MAY-2025 13:08:52)
Maintenance and repair services of other goods n.e.c. under Heading No. 9987 Maintenance  repair and ,  	(02-MAY-2025 13:08:52)
Licensing services for the right to use computer software and databases ,  	(02-MAY-2025 13:08:52)
Engineering advisory services ,  	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,28, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,28, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_SAC_MST>>, 	(02-MAY-2025 13:08:52)
 
