

<<START>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(10-SEP-2025 17:22:44)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,43,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,98,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,98,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,99,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,99,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,119,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,119,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,119,0,1,0,L,Gail,3, 	(10-SEP-2025 17:22:47)
8,121,0,1,0,L,Gail,3, 	(10-SEP-2025 17:22:47)
8,121,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,123,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,129,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,129,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,130,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,124,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,124,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,125,0,1,0,L,Gail,3, 	(10-SEP-2025 17:22:47)
8,125,0,1,0,L,Gail,3, 	(10-SEP-2025 17:22:47)
8,44,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,46,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
8,137,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,137,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,138,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,138,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,141,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,141,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,131,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,131,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,132,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,132,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,136,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,136,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,140,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,140,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,140,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,143,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,143,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,133,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,133,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,134,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,134,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,135,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
8,135,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,139,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,139,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,144,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,144,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,8,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,8,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,9,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,9,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,10,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,10,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,11,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,11,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,12,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,12,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,2,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,2,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,3,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,3,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,4,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,4,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,6,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,6,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,3,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,3,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,6,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,6,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,8,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,8,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,10,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,10,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,19,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,19,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,20,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,20,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,19,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,19,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,20,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,20,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,21,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,21,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,24,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,24,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,25,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,25,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,5,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,7,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,7,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,7,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,7,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,16,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,16,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,17,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,17,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,18,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,18,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,16,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,16,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,17,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,17,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,18,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,18,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,13,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,13,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,14,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,14,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,13,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,13,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,13,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,13,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,14,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,14,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,15,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,15,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,15,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,15,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,21,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,21,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,22,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,22,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,22,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,22,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,23,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
8,0,8,23,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,8,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,9,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,14,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,16,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,16,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,3,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,4,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,21,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,22,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,20,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,24,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,28,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,1,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,2,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,5,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,6,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,7,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,10,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,11,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,12,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,13,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,24,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,29,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,18,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,23,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,25,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,25,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,25,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
9,27,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,0,L,PIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,17,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,19,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,34,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,34,0,1,0,L,Gail,6, 	(10-SEP-2025 17:22:47)
9,34,0,1,0,L,Gail,6, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,PIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,PIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,30,0,1,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,31,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,32,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,33,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,33,0,1,0,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,5, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,2,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,2,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,32,0,1,1,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,32,0,1,1,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,32,0,1,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,31,0,1,1,L,Gail,1, 	(10-SEP-2025 17:22:47)
9,31,0,1,1,L,Gail,4, 	(10-SEP-2025 17:22:47)
9,31,0,1,1,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,1,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,1,0,2,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,1,0,3,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,1,0,4,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,1,0,5,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,4,1,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,5,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,5,0,L,RGPL SHAHD,1, 	(10-SEP-2025 17:22:47)
10,2,0,5,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
10,2,0,5,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,5,0,L,Gail,2, 	(10-SEP-2025 17:22:47)
10,2,0,5,0,L,Gail,2, 	(10-SEP-2025 17:22:47)
10,2,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,1,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,2,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,2,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,2,1,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,2,1,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,2,2,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,2,2,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,2,3,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,2,3,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
10,2,0,3,1,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,3,1,L,RGPL SHAHD,1, 	(10-SEP-2025 17:22:47)
10,2,0,4,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,3,0,L,RGPL SHAHD,1, 	(10-SEP-2025 17:22:47)
10,2,0,3,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
10,2,0,6,0,L,Gail,5, 	(10-SEP-2025 17:22:47)
10,2,0,6,0,L,Gail,2, 	(10-SEP-2025 17:22:47)
10,2,0,6,0,L,Gail,4, 	(10-SEP-2025 17:22:47)
10,2,0,6,0,L,PIL MSK,5, 	(10-SEP-2025 17:22:47)
11,1,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
12,1,0,8,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,9,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,10,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,11,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,12,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,3,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,2,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,5,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,4,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,6,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,1,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
12,1,0,7,0,L,GSPL,1, 	(10-SEP-2025 17:22:47)
13,2,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
13,3,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
13,4,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
13,5,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
13,6,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
13,7,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
13,1,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
14,1,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
14,2,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,2,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,8,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,13,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,14,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,1,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,3,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,4,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,5,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,6,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,7,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,9,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,10,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,11,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
15,12,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
16,8,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
16,8,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
16,10,0,1,0,L,GAIL HAZ,1, 	(10-SEP-2025 17:22:47)
