
<<START>>,<<FMS_OTH_ENTITY_MST>>, 	(15-DEC-2025 14:30:42)
35,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
36,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
37,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
38,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
39,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
40,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
41,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
42,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
43,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
44,V,R,01/07/2017, 	(15-DEC-2025 14:30:45)
45,V,R,01/09/2017, 	(15-DEC-2025 14:30:45)
46,V,B,01/11/2017, 	(15-DEC-2025 14:30:45)
47,V,B,01/11/2017, 	(15-DEC-2025 14:30:45)
48,V,B,01/11/2017, 	(15-DEC-2025 14:30:45)
48,V,C,01/10/2017, 	(15-DEC-2025 14:30:45)
48,V,R,01/10/2017, 	(15-DEC-2025 14:30:45)
49,V,B,01/11/2017, 	(15-DEC-2025 14:30:45)
49,V,R,01/11/2017, 	(15-DEC-2025 14:30:45)
50,V,B,06/11/2017, 	(15-DEC-2025 14:30:45)
51,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
51,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
51,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
52,V,B,01/10/2017, 	(15-DEC-2025 14:30:45)
53,V,B,01/10/2017, 	(15-DEC-2025 14:30:45)
54,V,B,30/11/2017, 	(15-DEC-2025 14:30:45)
54,V,C,30/11/2017, 	(15-DEC-2025 14:30:45)
54,V,R,30/11/2017, 	(15-DEC-2025 14:30:45)
55,V,R,01/11/2017, 	(15-DEC-2025 14:30:45)
56,V,B,01/11/2017, 	(15-DEC-2025 14:30:45)
56,V,R,01/11/2017, 	(15-DEC-2025 14:30:45)
57,V,B,01/11/2017, 	(15-DEC-2025 14:30:45)
57,V,R,01/11/2017, 	(15-DEC-2025 14:30:45)
58,V,B,01/12/2017, 	(15-DEC-2025 14:30:45)
58,V,R,01/12/2017, 	(15-DEC-2025 14:30:45)
59,V,B,01/12/2017, 	(15-DEC-2025 14:30:45)
59,V,R,01/12/2017, 	(15-DEC-2025 14:30:45)
60,V,B,01/12/2017, 	(15-DEC-2025 14:30:45)
60,V,R,01/12/2017, 	(15-DEC-2025 14:30:45)
61,V,R,01/11/2017, 	(15-DEC-2025 14:30:45)
62,V,R,01/11/2017, 	(15-DEC-2025 14:30:45)
63,V,B,01/01/2018, 	(15-DEC-2025 14:30:45)
63,V,C,01/01/2018, 	(15-DEC-2025 14:30:45)
63,V,R,01/01/2018, 	(15-DEC-2025 14:30:45)
64,V,B,29/01/2018, 	(15-DEC-2025 14:30:45)
64,V,R,29/01/2018, 	(15-DEC-2025 14:30:45)
65,V,B,01/01/2018, 	(15-DEC-2025 14:30:45)
65,V,C,01/01/2018, 	(15-DEC-2025 14:30:45)
65,V,R,01/01/2018, 	(15-DEC-2025 14:30:45)
66,V,B,01/01/2018, 	(15-DEC-2025 14:30:45)
66,V,C,01/01/2018, 	(15-DEC-2025 14:30:45)
66,V,R,01/01/2018, 	(15-DEC-2025 14:30:45)
67,V,B,01/01/2018, 	(15-DEC-2025 14:30:45)
67,V,C,01/01/2018, 	(15-DEC-2025 14:30:45)
67,V,R,01/01/2018, 	(15-DEC-2025 14:30:45)
68,V,B,01/02/2018, 	(15-DEC-2025 14:30:45)
68,V,C,01/02/2018, 	(15-DEC-2025 14:30:45)
68,V,R,01/02/2018, 	(15-DEC-2025 14:30:45)
69,V,B,01/02/2018, 	(15-DEC-2025 14:30:45)
69,V,C,01/02/2018, 	(15-DEC-2025 14:30:45)
69,V,R,01/02/2018, 	(15-DEC-2025 14:30:45)
70,V,B,01/02/2018, 	(15-DEC-2025 14:30:45)
70,V,C,01/02/2018, 	(15-DEC-2025 14:30:45)
70,V,R,01/02/2018, 	(15-DEC-2025 14:30:45)
71,V,R,01/02/2018, 	(15-DEC-2025 14:30:45)
72,V,B,23/03/2018, 	(15-DEC-2025 14:30:45)
72,V,C,23/03/2018, 	(15-DEC-2025 14:30:45)
72,V,R,23/03/2018, 	(15-DEC-2025 14:30:45)
73,V,B,01/03/2018, 	(15-DEC-2025 14:30:45)
73,V,C,01/03/2018, 	(15-DEC-2025 14:30:45)
73,V,R,01/03/2018, 	(15-DEC-2025 14:30:45)
74,V,R,01/03/2018, 	(15-DEC-2025 14:30:45)
75,V,R,01/03/2018, 	(15-DEC-2025 14:30:45)
76,V,R,01/03/2018, 	(15-DEC-2025 14:30:45)
77,V,B,30/04/2018, 	(15-DEC-2025 14:30:45)
77,V,C,30/04/2018, 	(15-DEC-2025 14:30:45)
77,V,R,30/04/2018, 	(15-DEC-2025 14:30:45)
78,V,B,01/04/2018, 	(15-DEC-2025 14:30:45)
78,V,C,01/04/2018, 	(15-DEC-2025 14:30:45)
78,V,R,01/04/2018, 	(15-DEC-2025 14:30:45)
79,V,B,01/05/2018, 	(15-DEC-2025 14:30:45)
79,V,C,01/05/2018, 	(15-DEC-2025 14:30:45)
79,V,R,01/05/2018, 	(15-DEC-2025 14:30:45)
80,V,B,01/05/2018, 	(15-DEC-2025 14:30:45)
80,V,C,01/05/2018, 	(15-DEC-2025 14:30:45)
80,V,R,01/05/2018, 	(15-DEC-2025 14:30:45)
81,V,B,01/05/2018, 	(15-DEC-2025 14:30:45)
81,V,C,01/05/2018, 	(15-DEC-2025 14:30:45)
81,V,R,01/05/2018, 	(15-DEC-2025 14:30:45)
82,V,R,31/05/2018, 	(15-DEC-2025 14:30:45)
83,V,B,01/05/2018, 	(15-DEC-2025 14:30:45)
83,V,C,01/05/2018, 	(15-DEC-2025 14:30:45)
83,V,R,01/05/2018, 	(15-DEC-2025 14:30:45)
84,V,B,01/05/2018, 	(15-DEC-2025 14:30:45)
84,V,C,01/05/2018, 	(15-DEC-2025 14:30:45)
84,V,R,01/05/2018, 	(15-DEC-2025 14:30:45)
85,V,B,01/05/2018, 	(15-DEC-2025 14:30:45)
85,V,C,01/05/2018, 	(15-DEC-2025 14:30:45)
85,V,R,01/05/2018, 	(15-DEC-2025 14:30:45)
86,V,B,01/05/2018, 	(15-DEC-2025 14:30:45)
86,V,C,01/05/2018, 	(15-DEC-2025 14:30:45)
86,V,R,01/05/2018, 	(15-DEC-2025 14:30:45)
87,V,R,01/06/2018, 	(15-DEC-2025 14:30:45)
88,V,B,26/06/2018, 	(15-DEC-2025 14:30:45)
88,V,C,26/06/2018, 	(15-DEC-2025 14:30:45)
88,V,R,26/06/2018, 	(15-DEC-2025 14:30:45)
89,V,B,01/06/2018, 	(15-DEC-2025 14:30:45)
89,V,C,01/06/2018, 	(15-DEC-2025 14:30:45)
89,V,R,01/06/2018, 	(15-DEC-2025 14:30:45)
90,V,R,01/06/2018, 	(15-DEC-2025 14:30:45)
91,V,B,01/07/2018, 	(15-DEC-2025 14:30:45)
91,V,C,01/07/2018, 	(15-DEC-2025 14:30:45)
91,V,R,01/07/2018, 	(15-DEC-2025 14:30:45)
92,V,R,28/05/2019, 	(15-DEC-2025 14:30:45)
93,V,B,01/08/2018, 	(15-DEC-2025 14:30:45)
93,V,C,01/08/2018, 	(15-DEC-2025 14:30:45)
93,V,R,01/08/2018, 	(15-DEC-2025 14:30:45)
94,V,B,01/08/2018, 	(15-DEC-2025 14:30:45)
94,V,C,01/08/2018, 	(15-DEC-2025 14:30:45)
94,V,R,01/08/2018, 	(15-DEC-2025 14:30:45)
95,V,B,01/09/2018, 	(15-DEC-2025 14:30:45)
95,V,C,01/09/2018, 	(15-DEC-2025 14:30:45)
95,V,R,01/09/2018, 	(15-DEC-2025 14:30:45)
96,V,B,01/10/2018, 	(15-DEC-2025 14:30:45)
96,V,C,01/10/2018, 	(15-DEC-2025 14:30:45)
96,V,R,01/10/2018, 	(15-DEC-2025 14:30:45)
97,V,B,01/10/2018, 	(15-DEC-2025 14:30:45)
97,V,C,01/10/2018, 	(15-DEC-2025 14:30:45)
97,V,R,01/10/2018, 	(15-DEC-2025 14:30:45)
98,V,B,01/10/2018, 	(15-DEC-2025 14:30:45)
98,V,C,01/10/2018, 	(15-DEC-2025 14:30:45)
98,V,R,01/10/2018, 	(15-DEC-2025 14:30:45)
99,V,B,01/11/2018, 	(15-DEC-2025 14:30:45)
99,V,C,01/11/2018, 	(15-DEC-2025 14:30:45)
99,V,R,01/11/2018, 	(15-DEC-2025 14:30:45)
100,V,B,01/12/2018, 	(15-DEC-2025 14:30:45)
100,V,C,01/12/2018, 	(15-DEC-2025 14:30:45)
100,V,R,01/12/2018, 	(15-DEC-2025 14:30:45)
101,V,B,30/11/2018, 	(15-DEC-2025 14:30:45)
101,V,C,30/11/2018, 	(15-DEC-2025 14:30:45)
101,V,R,28/12/2018, 	(15-DEC-2025 14:30:45)
102,V,B,30/11/2018, 	(15-DEC-2025 14:30:45)
102,V,C,30/11/2018, 	(15-DEC-2025 14:30:45)
102,V,R,28/12/2018, 	(15-DEC-2025 14:30:45)
103,V,R,28/12/2018, 	(15-DEC-2025 14:30:45)
104,V,R,28/12/2018, 	(15-DEC-2025 14:30:45)
105,V,R,28/12/2018, 	(15-DEC-2025 14:30:45)
106,V,R,30/11/2018, 	(15-DEC-2025 14:30:45)
107,V,R,30/11/2018, 	(15-DEC-2025 14:30:45)
108,V,B,01/12/2018, 	(15-DEC-2025 14:30:45)
108,V,C,01/12/2018, 	(15-DEC-2025 14:30:45)
108,V,R,01/12/2018, 	(15-DEC-2025 14:30:45)
109,V,B,01/12/2018, 	(15-DEC-2025 14:30:45)
109,V,C,01/12/2018, 	(15-DEC-2025 14:30:45)
109,V,R,01/12/2018, 	(15-DEC-2025 14:30:45)
110,V,B,01/01/2019, 	(15-DEC-2025 14:30:45)
110,V,C,01/01/2019, 	(15-DEC-2025 14:30:45)
110,V,R,01/01/2019, 	(15-DEC-2025 14:30:45)
111,V,B,01/01/2019, 	(15-DEC-2025 14:30:45)
111,V,C,01/01/2019, 	(15-DEC-2025 14:30:45)
111,V,R,01/01/2019, 	(15-DEC-2025 14:30:45)
112,V,B,01/01/2019, 	(15-DEC-2025 14:30:45)
112,V,C,01/01/2019, 	(15-DEC-2025 14:30:45)
112,V,R,01/01/2019, 	(15-DEC-2025 14:30:45)
113,V,R,01/11/2018, 	(15-DEC-2025 14:30:45)
114,V,R,01/11/2018, 	(15-DEC-2025 14:30:45)
115,V,B,01/02/2019, 	(15-DEC-2025 14:30:45)
115,V,C,01/02/2019, 	(15-DEC-2025 14:30:45)
115,V,R,01/02/2019, 	(15-DEC-2025 14:30:45)
116,V,B,01/02/2019, 	(15-DEC-2025 14:30:45)
116,V,C,01/02/2019, 	(15-DEC-2025 14:30:45)
116,V,R,01/02/2019, 	(15-DEC-2025 14:30:45)
117,V,B,01/02/2019, 	(15-DEC-2025 14:30:45)
117,V,C,01/02/2019, 	(15-DEC-2025 14:30:45)
117,V,R,01/02/2019, 	(15-DEC-2025 14:30:45)
118,V,B,01/02/2019, 	(15-DEC-2025 14:30:45)
118,V,C,01/02/2019, 	(15-DEC-2025 14:30:45)
118,V,R,01/02/2019, 	(15-DEC-2025 14:30:45)
119,V,B,01/02/2019, 	(15-DEC-2025 14:30:45)
119,V,C,01/02/2019, 	(15-DEC-2025 14:30:45)
119,V,R,01/02/2019, 	(15-DEC-2025 14:30:45)
120,V,R,01/01/2019, 	(15-DEC-2025 14:30:45)
121,V,R,01/01/2019, 	(15-DEC-2025 14:30:45)
122,V,B,01/03/2019, 	(15-DEC-2025 14:30:45)
122,V,C,01/03/2019, 	(15-DEC-2025 14:30:45)
122,V,R,01/03/2019, 	(15-DEC-2025 14:30:45)
123,V,B,01/03/2019, 	(15-DEC-2025 14:30:45)
123,V,C,01/03/2019, 	(15-DEC-2025 14:30:45)
123,V,R,01/03/2019, 	(15-DEC-2025 14:30:45)
124,V,B,04/04/2019, 	(15-DEC-2025 14:30:45)
124,V,C,04/04/2019, 	(15-DEC-2025 14:30:45)
124,V,R,04/04/2019, 	(15-DEC-2025 14:30:45)
125,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
125,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
125,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
126,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
126,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
126,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
127,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
127,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
127,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
128,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
128,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
128,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
129,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
129,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
129,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
130,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
130,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
130,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
131,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
131,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
131,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
132,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
132,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
132,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
133,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
133,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
133,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
134,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
134,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
134,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
135,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
135,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
135,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
136,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
136,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
136,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
137,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
137,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
137,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
138,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
138,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
138,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
139,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
139,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
139,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
140,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
140,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
140,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
141,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
141,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
141,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
142,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
142,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
142,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
143,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
143,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
143,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
144,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
144,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
144,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
145,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
145,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
145,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
146,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
146,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
146,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
147,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
147,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
147,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
148,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
148,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
148,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
149,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
149,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
149,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
150,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
150,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
150,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
151,V,B,01/10/2024, 	(15-DEC-2025 14:30:45)
151,V,C,01/10/2024, 	(15-DEC-2025 14:30:45)
151,V,R,01/10/2024, 	(15-DEC-2025 14:30:45)
152,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
152,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
152,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
153,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
153,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
153,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
154,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
154,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
154,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
155,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
155,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
155,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
156,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
156,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
156,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
157,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
157,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
157,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
158,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
158,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
158,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
159,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
159,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
159,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
160,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
160,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
160,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
161,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
161,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
161,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
162,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
162,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
162,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
163,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
163,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
163,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
164,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
164,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
164,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
165,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
165,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
165,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
166,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
166,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
166,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
167,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
167,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
167,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
168,V,B,01/04/2019, 	(15-DEC-2025 14:30:45)
168,V,C,01/04/2019, 	(15-DEC-2025 14:30:45)
168,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
169,V,R,01/04/2019, 	(15-DEC-2025 14:30:45)
170,V,R,01/02/2019, 	(15-DEC-2025 14:30:45)
171,V,B,01/05/2019, 	(15-DEC-2025 14:30:45)
171,V,C,01/05/2019, 	(15-DEC-2025 14:30:45)
171,V,R,01/05/2019, 	(15-DEC-2025 14:30:45)
172,V,B,01/05/2019, 	(15-DEC-2025 14:30:45)
172,V,C,01/05/2019, 	(15-DEC-2025 14:30:45)
172,V,R,01/05/2019, 	(15-DEC-2025 14:30:45)
173,V,B,01/05/2019, 	(15-DEC-2025 14:30:45)
173,V,C,01/05/2019, 	(15-DEC-2025 14:30:45)
173,V,R,01/05/2019, 	(15-DEC-2025 14:30:45)
174,V,B,01/06/2019, 	(15-DEC-2025 14:30:45)
174,V,C,01/06/2019, 	(15-DEC-2025 14:30:45)
174,V,R,01/06/2019, 	(15-DEC-2025 14:30:45)
175,V,B,30/06/2019, 	(15-DEC-2025 14:30:45)
175,V,C,30/06/2019, 	(15-DEC-2025 14:30:45)
175,V,R,30/06/2019, 	(15-DEC-2025 14:30:45)
176,V,B,01/08/2019, 	(15-DEC-2025 14:30:45)
176,V,C,01/08/2019, 	(15-DEC-2025 14:30:45)
176,V,R,01/08/2019, 	(15-DEC-2025 14:30:45)
177,V,R,01/07/2019, 	(15-DEC-2025 14:30:45)
178,V,R,01/07/2019, 	(15-DEC-2025 14:30:45)
179,V,R,01/07/2019, 	(15-DEC-2025 14:30:45)
180,V,B,01/09/2019, 	(15-DEC-2025 14:30:45)
180,V,C,01/09/2019, 	(15-DEC-2025 14:30:45)
180,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
181,V,B,01/09/2019, 	(15-DEC-2025 14:30:45)
181,V,C,01/09/2019, 	(15-DEC-2025 14:30:45)
181,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
182,V,B,01/09/2019, 	(15-DEC-2025 14:30:45)
182,V,C,01/09/2019, 	(15-DEC-2025 14:30:45)
182,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
183,V,B,01/09/2019, 	(15-DEC-2025 14:30:45)
183,V,C,01/09/2019, 	(15-DEC-2025 14:30:45)
183,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
184,V,B,01/09/2019, 	(15-DEC-2025 14:30:45)
184,V,C,01/09/2019, 	(15-DEC-2025 14:30:45)
184,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
185,V,R,01/07/2019, 	(15-DEC-2025 14:30:45)
186,V,B,01/10/2019, 	(15-DEC-2025 14:30:45)
186,V,C,01/10/2019, 	(15-DEC-2025 14:30:45)
186,V,R,01/10/2019, 	(15-DEC-2025 14:30:45)
187,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
188,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
189,V,B,01/10/2019, 	(15-DEC-2025 14:30:45)
189,V,C,01/10/2019, 	(15-DEC-2025 14:30:45)
189,V,R,01/10/2019, 	(15-DEC-2025 14:30:45)
190,V,R,01/09/2019, 	(15-DEC-2025 14:30:45)
191,V,B,01/11/2019, 	(15-DEC-2025 14:30:45)
191,V,C,01/11/2019, 	(15-DEC-2025 14:30:45)
191,V,R,01/11/2019, 	(15-DEC-2025 14:30:45)
192,V,B,01/11/2019, 	(15-DEC-2025 14:30:45)
192,V,C,01/11/2019, 	(15-DEC-2025 14:30:45)
192,V,R,01/11/2019, 	(15-DEC-2025 14:30:45)
193,V,B,01/11/2019, 	(15-DEC-2025 14:30:45)
193,V,C,01/11/2019, 	(15-DEC-2025 14:30:45)
193,V,R,01/11/2019, 	(15-DEC-2025 14:30:45)
194,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
194,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
194,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
195,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
195,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
195,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
196,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
196,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
196,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
197,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
197,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
197,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
198,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
198,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
198,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
199,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
199,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
199,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
200,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
200,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
200,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
201,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
201,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
201,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
202,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
202,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
202,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
203,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
203,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
203,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
204,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
204,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
204,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
205,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
205,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
205,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
206,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
206,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
206,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
207,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
207,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
207,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
208,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
208,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
208,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
209,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
209,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
209,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
210,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
210,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
210,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
211,V,B,01/12/2019, 	(15-DEC-2025 14:30:45)
211,V,C,01/12/2019, 	(15-DEC-2025 14:30:45)
211,V,R,01/12/2019, 	(15-DEC-2025 14:30:45)
212,V,B,01/01/2020, 	(15-DEC-2025 14:30:45)
212,V,C,01/01/2020, 	(15-DEC-2025 14:30:45)
